ApplicationDate,Age,CreditScore,EducationLevel,Experience,LoanAmount,MaritalStatus,HomeOwnershipStatus,ID,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
05-02-2030,35,516,High School,14,12893,Widowed,Other,A4419,3.15,0,Home,20,13637,144099,7,28.31,56
06-02-2030,18,600,Bachelor,0,14484,Divorced,Rent,A4420,11.3,0,Home,30,3234,16339,6,21.98,53
07-02-2030,56,577,Associate,31,29597,Married,Other,A4421,14.4,1,Education,27,2187,90435,3,24.02,49
08-02-2030,26,411,High School,2,17122,Married,Own,A4422,19.3,0,Debt Consolidation,19,5803,17638,7,36.74,56
09-02-2030,55,652,Master,31,19341,Married,Own,A4423,7.34,3,Home,23,16542,41454,2,22.63,36
10-02-2030,51,573,High School,27,22285,Married,Rent,A4424,3.16,2,Home,24,1676,172722,3,21.91,54
11-02-2030,29,587,Bachelor,11,24140,Married,Rent,A4425,3.07,2,Auto,18,2182,185393,8,19.12,53
12-02-2030,26,545,Bachelor,3,15766,Divorced,Own,A4426,26,0,Auto,24,4225,37909,3,20.82,41
13-02-2030,44,603,Master,25,19944,Divorced,Rent,A4427,2.86,0,Debt Consolidation,19,621,32392,5,19.4,48
14-02-2030,29,594,Master,5,77014,Married,Own,A4428,301,0,Debt Consolidation,17,4576,171189,6,29.34,57
15-02-2030,41,515,Master,23,16308,Single,Own,A4429,3.02,0,Debt Consolidation,18,1803,13731,6,23.77,41
16-02-2030,34,496,High School,12,20184,Married,Other,A4430,9.4,0,Home,24,6703,36339,2,28.18,57
17-02-2030,18,607,Master,0,10288,Divorced,Mortgage,A4431,3.19,1,Education,30,5363,32519,3,19.12,51
18-02-2030,18,449,High School,0,49250,Married,Mortgage,A4432,11.3,0,Debt Consolidation,26,4195,15881,4,38.37,59
19-02-2030,42,455,High School,18,14798,Married,Rent,A4433,13.2,0,Home,16,20152,31742,7,27.22,54
20-02-2030,33,439,High School,9,38139,Single,Rent,A4434,29,0,Home,22,12667,216816,5,30.9,55
21-02-2030,33,568,Master,10,32827,Single,Mortgage,A4435,2.74,5,Auto,19,926,144161,5,21.61,50
22-02-2030,48,621,Associate,24,29552,Divorced,Mortgage,A4436,23.5,1,Debt Consolidation,26,10388,120879,6,24.8,35
23-02-2030,54,467,Associate,32,20592,Married,Mortgage,A4437,1.68,0,Home,28,8587,15555,3,27.71,61
24-02-2030,36,572,High School,13,14861,Single,Rent,A4438,1.72,0,Debt Consolidation,21,1346,20395,2,22.05,50
25-02-2030,35,570,High School,12,17629,Married,Mortgage,A4439,8.62,0,Home,23,4091,47315,6,19.26,60
26-02-2030,46,606,Bachelor,24,33398,Married,Own,A4440,22.9,2,Debt Consolidation,25,2746,31332,4,20.63,48
27-02-2030,23,472,High School,2,65555,Single,Rent,A4441,14.9,0,Education,22,4041,206400,3,39.59,XX
28-02-2030,42,583,Bachelor,22,16977,Single,Mortgage,A4442,23.4,1,Debt Consolidation,15,1360,143133,6,25.97,48
01-03-2030,46,549,Bachelor,24,18775,Married,Mortgage,A4443,5.86,0,Debt Consolidation,24,813,83265,1,31.78,55
02-03-2030,48,631,Bachelor,26,22941,Married,Mortgage,A4444,670,3,Debt Consolidation,23,13692,18710,4,18.68,44
03-03-2030,18,597,Master,0,18514,Married,Own,A4445,27,1,Education,19,9038,69450,4,19.79,59
04-03-2030,30,600,High School,6,18570,Widowed,Rent,A4446,22,1,Auto,28,2649,135994,5,20.45,35
05-03-2030,29,482,High School,9,64695,Single,Rent,A4447,559,3,Other,31,10081,35685,5,36.87,55
06-03-2030,41,612,Bachelor,19,29951,Widowed,Own,A4448,19.4,0,Debt Consolidation,16,5450,121924,6,19.16,48
07-03-2030,45,557,Master,20,35298,Divorced,Mortgage,A4449,900,0,Debt Consolidation,24,8306,41941,6,24.58,66
08-03-2030,57,583,Bachelor,33,30573,Divorced,Mortgage,A4450,24.5,0,Auto,23,5518,215405,5,23,51
09-03-2030,34,626,Master,9,29862,Married,Rent,A4451,84.7,0,Home,29,2252,7831,4,23.38,53
10-03-2030,34,471,Associate,13,7914,Married,Mortgage,A4452,11.3,0,Auto,20,145,31000,4,30.25,53
11-03-2030,53,590,High School,29,29546,Single,Rent,A4453,81.6,0,Debt Consolidation,26,7043,56619,5,33.21,48
12-03-2030,43,620,Associate,23,20349,Married,Mortgage,A4454,3.28,1,Auto,22,2371,61290,1,23.73,47
13-03-2030,55,618,High School,33,18491,Married,Rent,A4455,236,2,Home,22,596,62279,3,18.68,50
14-03-2030,43,603,Associate,21,16414,Divorced,Mortgage,A4456,25.8,2,Home,23,1739,141349,7,20.95,40
15-03-2030,26,564,High School,5,67263,Single,Mortgage,A4457,9.5,1,Debt Consolidation,30,1804,309940,6,26.32,51
16-03-2030,24,585,High School,2,17787,Married,Own,A4458,692,0,Home,29,3746,427245,1,19.09,45
17-03-2030,21,599,Master,0,30444,Married,Own,A4459,53.8,0,Debt Consolidation,22,3932,43735,6,24.7,57
18-03-2030,47,567,High School,26,27936,Single,Own,A4460,18.6,0,Home,19,9488,150674,6,21.29,58
19-03-2030,54,557,High School,30,29784,Married,Mortgage,A4461,25.8,0,Auto,29,13189,271372,4,25.93,53
20-03-2030,62,482,Doctorate,40,25627,Married,Mortgage,A4462,4.44,0,Education,28,1900,185207,7,25.99,50
21-03-2030,50,591,Bachelor,27,44446,Married,Mortgage,A4463,44.8,1,Home,23,1165,76785,4,22.41,51
22-03-2030,53,570,Bachelor,30,30390,Married,Mortgage,A4464,58.6,2,Other,20,1035,35603,5,29.72,XX
23-03-2030,33,608,Master,10,21874,Divorced,Mortgage,A4465,1.93,2,Auto,22,8975,17988,5,24.67,56
24-03-2030,26,556,Bachelor,3,19800,Divorced,Mortgage,A4466,6.32,1,Education,21,2940,47908,7,28.41,55
25-03-2030,50,511,High School,28,45547,Married,Rent,A4467,20.5,1,Home,24,1627,148349,4,34.2,57
26-03-2030,45,584,Associate,20,18581,Single,Own,A4468,15.9,2,Debt Consolidation,19,1558,200336,6,19.29,34
27-03-2030,41,611,Bachelor,17,32092,Divorced,Own,A4469,18.6,0,Auto,28,3844,64346,1,19.96,58
28-03-2030,44,606,Master,21,14143,Widowed,Own,A4470,8.37,2,Education,21,5873,38351,9,19.83,36
29-03-2030,43,601,High School,21,30241,Married,Rent,A4471,5.8,1,Auto,32,4363,114756,5,30.06,60
30-03-2030,55,513,High School,33,22433,Married,Other,A4472,22.3,0,Education,27,4562,260730,4,27.12,54
31-03-2030,55,610,Associate,32,22456,Married,Rent,A4473,3,2,Education,22,3629,198391,5,18.81,40
01-04-2030,46,630,Bachelor,21,14907,Married,Mortgage,A4474,38.3,1,Auto,23,2737,89425,5,20.12,39
02-04-2030,50,653,High School,30,9630,Married,Rent,A4475,5.12,2,Debt Consolidation,24,5490,162602,8,18.06,44
03-04-2030,46,604,Master,22,13719,Single,Rent,A4476,4.19,0,Debt Consolidation,23,4851,80511,2,23.31,41
04-04-2030,34,577,Doctorate,9,58552,Single,Other,A4477,4.69,1,Auto,18,4037,135709,3,24.74,40
05-04-2030,49,643,Bachelor,29,26105,Married,Mortgage,A4478,20,1,Education,22,2437,40385,6,19.43,XX
06-04-2030,23,597,Doctorate,1,22144,Married,Rent,A4479,2.16,3,Auto,21,642,54753,7,17.7,40
07-04-2030,52,629,High School,32,23040,Married,Rent,A4480,1.75,0,Debt Consolidation,23,1792,38749,5,17.81,50
08-04-2030,25,523,Master,2,18435,Single,Rent,A4481,219,1,Home,24,2149,52435,5,28.87,XX
09-04-2030,43,544,Bachelor,21,12633,Married,Mortgage,A4482,23.5,2,Home,22,19063,37726,8,23.78,50
10-04-2030,29,435,High School,7,11544,Married,Rent,A4483,3.92,0,Home,27,2033,97688,5,30.98,54
11-04-2030,46,557,Associate,24,12211,Married,Other,A4484,4.28,1,Education,23,2391,28756,6,24.09,53
12-04-2030,39,545,Associate,NaN,23783,Married,Own,A4485,21.1,3,Debt Consolidation,26,5082,10969,6,24.2,68
13-04-2030,20,585,Bachelor,0,15106,Single,Rent,A4486,16.8,2,Home,22,23844,245447,4,24.16,45
14-04-2030,45,571,Master,22,25797,Married,Mortgage,A4487,7.83,1,Education,30,2696,104089,7,24.2,37
15-04-2030,33,527,Bachelor,10,24881,Married,Mortgage,A4488,31,1,Education,18,1076,165278,6,24.33,54
16-04-2030,50,517,Bachelor,26,19379,Single,Mortgage,A4489,3.42,1,Other,19,17904,49548,4,28,51
17-04-2030,40,601,High School,18,57713,Married,Mortgage,A4490,9.76,0,Auto,23,945,11440,5,29.1,38
18-04-2030,44,582,Bachelor,18,9478,Divorced,Mortgage,A4491,3.62,1,Home,27,1067,59904,6,22.5,38
19-04-2030,28,536,Bachelor,8,19868,Married,Rent,A4492,6.57,0,Home,27,3515,11712,4,25.46,59
20-04-2030,32,577,High School,13,32657,Married,Own,A4493,3.71,0,Auto,24,3940,75522,2,22.66,54
21-04-2030,34,629,Doctorate,NaN,11287,Single,Rent,A4494,13.3,1,Debt Consolidation,40,727,27171,9,14.54,35
22-04-2030,50,491,Bachelor,32,44440,Single,Rent,A4495,13.6,1,Auto,24,2009,89551,4,29.37,56
23-04-2030,60,629,Bachelor,36,15739,Divorced,Mortgage,A4496,22,1,Education,26,2085,40977,4,17.92,38
24-04-2030,30,551,Bachelor,6,16796,Single,Rent,A4497,2.19,2,Education,27,7875,66913,2,25.05,XX
25-04-2030,52,643,Master,27,12622,Married,Rent,A4498,2.76,0,Auto,23,7441,53507,3,21.14,53
26-04-2030,18,562,High School,0,9281,Married,Rent,A4499,14,1,Education,29,1320,40701,3,18.86,54
27-04-2030,25,491,Bachelor,1,13756,Single,Mortgage,A4500,7,0,Debt Consolidation,32,2215,7493,5,30.56,65
28-04-2030,28,567,High School,5,14750,Divorced,Own,A4501,3.76,0,Debt Consolidation,25,1247,39586,2,23.56,55
29-04-2030,23,525,High School,0,51615,Widowed,Rent,A4502,7.33,0,Debt Consolidation,27,1307,31607,5,30.29,48
30-04-2030,20,546,High School,0,33784,Married,Own,A4503,9.92,1,Debt Consolidation,25,372,75067,1,25.81,60
01-05-2030,44,608,Associate,23,21229,Single,Rent,A4504,1.83,0,Debt Consolidation,21,6291,19619,4,17.98,50
02-05-2030,37,589,Master,9,20584,Married,Mortgage,A4505,3.26,2,Home,25,7424,359373,3,22.04,40
03-05-2030,44,615,Associate,19,16203,Divorced,Mortgage,A4506,1.95,0,Auto,17,3234,141591,3,23.9,46
04-05-2030,48,646,Bachelor,27,41992,Widowed,Rent,A4507,14.8,2,Education,23,1741,123285,8,19.33,51
05-05-2030,43,503,Master,23,39579,Single,Other,A4508,9.39,0,Other,25,1141,25679,7,21.36,40
06-05-2030,47,592,Bachelor,25,16244,Single,Mortgage,A4509,46.7,0,Education,24,3502,44519,5,15.61,41
07-05-2030,39,549,High School,16,26409,Married,Rent,A4510,9.53,2,Education,24,12785,63535,5,22.06,XX
08-05-2030,25,482,High School,0,57067,Married,Mortgage,A4511,9.45,3,Education,22,6972,89885,3,33.56,51
09-05-2030,52,563,High School,32,18673,Single,Mortgage,A4512,21.3,1,Other,24,512,50689,4,26.59,53
10-05-2030,32,604,High School,9,16746,Married,Own,A4513,2.42,1,Home,14,7654,111366,7,22.17,45
11-05-2030,28,511,Associate,9,22929,Married,Mortgage,A4514,17.2,1,Education,14,498,84739,5,22.77,61
12-05-2030,37,544,Bachelor,14,22597,Single,Mortgage,A4515,16.7,1,Education,25,3530,88517,5,24.03,48
13-05-2030,29,521,High School,7,28588,Married,Mortgage,A4516,4.3,1,Auto,15,3558,187579,3,25.12,51
14-05-2030,34,597,Associate,8,10678,Widowed,Mortgage,A4517,2.22,1,Education,19,7741,81050,5,19.35,42
15-05-2030,44,625,Associate,25,42140,Married,Mortgage,A4518,16.7,2,Home,19,2076,52398,12,26.78,55
16-05-2030,44,588,Bachelor,19,20610,Divorced,Own,A4519,2.67,0,Home,26,2789,56951,6,18.73,62
17-05-2030,29,568,Master,10,25544,Married,Rent,A4520,15.6,0,Debt Consolidation,17,2148,490622,7,28.15,45
18-05-2030,34,625,Doctorate,14,12828,Single,Mortgage,A4521,3.24,3,Other,30,1359,13012,5,17.85,49
19-05-2030,52,577,Bachelor,33,43504,Married,Rent,A4522,22.3,0,Education,20,821,43486,7,29.49,54
20-05-2030,45,533,Bachelor,22,36392,Married,Mortgage,A4523,2.9,0,Debt Consolidation,17,740,105026,7,28.54,54
21-05-2030,64,608,Bachelor,44,15208,Married,Own,A4524,4.17,0,Other,23,6124,91134,2,22.6,36
22-05-2030,54,547,Bachelor,34,15050,Married,Own,A4525,2.61,0,Auto,21,7713,68316,6,22,44
23-05-2030,53,627,Bachelor,30,18714,Married,Mortgage,A4526,19.6,1,Home,25,775,98229,2,18.09,50
24-05-2030,23,574,Bachelor,0,15850,Married,Rent,A4527,3.12,2,Debt Consolidation,22,1468,295875,5,22.21,35
25-05-2030,49,643,Associate,26,18243,Married,Mortgage,A4528,6.42,2,Auto,25,2689,26065,6,19.11,50
26-05-2030,39,590,Doctorate,17,15152,Married,Mortgage,A4529,27.6,1,Debt Consolidation,23,1280,7499,2,21.6,42
27-05-2030,33,502,High School,7,38781,Single,Other,A4530,2.78,1,Other,11,1206,9883,0,23.42,58
28-05-2030,42,600,Associate,19,26297,Married,Other,A4531,3.1,0,Debt Consolidation,22,16898,101343,6,20.56,40
29-05-2030,51,587,Associate,27,21906,Single,Own,A4532,18.6,2,Debt Consolidation,17,4811,7977,6,25.44,41
30-05-2030,46,427,Bachelor,23,31177,Divorced,Own,A4533,2.88,2,Debt Consolidation,24,1428,34673,6,26.79,60
31-05-2030,29,556,High School,9,59170,Single,Rent,A4534,3.42,1,Auto,16,271,61055,8,26.98,54
01-06-2030,48,528,Associate,24,20723,Widowed,Mortgage,A4535,350,3,Home,13,4912,54325,4,28.7,40
02-06-2030,32,615,Bachelor,11,24039,Single,Rent,A4536,4.51,2,Auto,24,4893,119569,4,23.33,36
03-06-2030,42,545,Bachelor,20,21895,Single,Mortgage,A4537,17.6,1,Education,13,25667,28607,5,25.38,50
04-06-2030,36,579,Bachelor,13,20937,Married,Mortgage,A4538,23.2,0,Home,26,1308,47672,4,21.57,62
05-06-2030,37,534,Associate,18,53839,Married,Mortgage,A4539,6.36,1,Home,19,58698,63142,7,29.67,51
06-06-2030,49,583,Bachelor,30,43317,Single,Own,A4540,63.3,1,Debt Consolidation,15,672,20076,4,23.64,56
07-06-2030,27,518,Bachelor,3,18904,Single,Mortgage,A4541,1.7,1,Education,27,2355,147337,4,27.53,51
08-06-2030,63,645,Master,42,32112,Single,Mortgage,A4542,4.9,1,Education,22,1661,220342,4,18.7,XX
09-06-2030,18,620,Bachelor,0,26053,Married,Mortgage,A4543,4.25,2,Education,25,2416,157766,7,21.6,40
10-06-2030,32,467,High School,9,15021,Married,Mortgage,A4544,38.9,1,Debt Consolidation,24,11923,59950,10,33.4,59
11-06-2030,44,572,Bachelor,22,25434,Single,Other,A4545,2.53,1,Auto,19,1810,93154,2,20.07,56
12-06-2030,47,512,High School,24,6946,Married,Rent,A4546,5.11,0,Debt Consolidation,21,1197,5966,2,30.26,57
13-06-2030,38,536,Associate,16,35884,Married,Rent,A4547,19.9,3,Home,27,709,181240,7,27.03,47
14-06-2030,39,524,Associate,16,29227,Single,Mortgage,A4548,7.48,1,Debt Consolidation,25,12800,33879,7,25.76,59
15-06-2030,44,603,Master,23,22267,Married,Mortgage,A4549,49.7,1,Debt Consolidation,22,2839,14199,3,21.64,54
16-06-2030,37,578,High School,14,14826,Single,Mortgage,A4550,21.3,3,Home,33,686,13238,9,19.35,50
17-06-2030,56,550,Bachelor,31,30543,Single,Own,A4551,19.4,2,Debt Consolidation,23,822,213055,3,22.25,47
18-06-2030,50,624,High School,29,40370,Widowed,Mortgage,A4552,12.5,2,Education,22,3519,74295,7,19.66,46
19-06-2030,50,605,Master,26,27285,Single,Own,A4553,4.1,2,Other,17,1174,61239,8,20.44,58
20-06-2030,28,549,Bachelor,6,40164,Married,Other,A4554,5.96,1,Debt Consolidation,32,599,118984,5,23.43,51
21-06-2030,39,570,Bachelor,NaN,11107,Married,Own,A4555,3.94,2,Auto,22,853,30323,2,21.8,40
22-06-2030,36,513,Bachelor,13,11079,Widowed,Mortgage,A4556,2.96,3,Auto,18,2400,21693,6,28.01,44
23-06-2030,27,603,Associate,5,20695,Married,Own,A4557,5.56,1,Home,17,1374,30781,8,22.21,50
24-06-2030,44,601,Master,21,43415,Married,Rent,A4558,2.96,1,Home,29,5229,16641,8,23.83,37
25-06-2030,33,604,Bachelor,8,26788,Married,Own,A4559,47.2,1,Home,31,1948,74180,2,22.63,55
26-06-2030,47,608,Bachelor,24,13140,Single,Own,A4560,680,1,Home,26,11300,20822,3,18.55,37
27-06-2030,27,608,Bachelor,4,26790,Married,Other,A4561,5.09,1,Home,25,8222,74391,5,22.58,54
28-06-2030,60,613,Master,38,41503,Married,Mortgage,A4562,11,0,Debt Consolidation,28,1131,75648,4,26.93,51
29-06-2030,29,548,High School,3,11365,Single,Mortgage,A4563,14,0,Auto,27,4217,132116,5,28.64,57
30-06-2030,42,535,Associate,18,16799,Divorced,Mortgage,A4564,1.38,0,Auto,26,8859,233182,8,24.08,40
01-07-2030,49,573,Master,26,26040,Widowed,Mortgage,A4565,41.1,3,Debt Consolidation,24,382,147136,6,22.61,37
02-07-2030,33,597,High School,11,13793,Single,Own,A4566,3.68,2,Home,31,3926,79598,3,21.94,XX
03-07-2030,50,498,Bachelor,26,7839,Single,Mortgage,A4567,2.08,0,Home,16,2848,49382,4,24.77,40
04-07-2030,25,528,Associate,4,30045,Married,Mortgage,A4568,4.18,1,Home,20,2802,69280,8,23.4,39
05-07-2030,57,628,High School,38,44875,Married,Own,A4569,14.1,0,Home,30,1324,14181,4,21.33,41
06-07-2030,40,496,Bachelor,17,44949,Married,Mortgage,A4570,2.58,0,Education,36,1542,111494,5,30.83,56
07-07-2030,32,597,Master,7,27842,Married,Other,A4571,9.2,1,Auto,25,5026,47231,2,18.74,42
08-07-2030,36,537,Associate,10,15042,Married,Rent,A4572,19.4,0,Home,20,2983,197266,4,27.82,37
09-07-2030,49,480,High School,27,25392,Married,Rent,A4573,5.86,0,Other,33,10127,57018,4,22.69,39
10-07-2030,32,531,Associate,9,18577,Married,Mortgage,A4574,40.1,1,Education,19,3102,41203,2,31.28,55
11-07-2030,31,519,Doctorate,7,22876,Married,Mortgage,A4575,21.3,1,Auto,25,2185,44601,6,23.99,64
12-07-2030,37,556,High School,NaN,10705,Single,Mortgage,A4576,13.2,0,Home,21,2306,133302,5,22.84,53
13-07-2030,25,582,High School,1,13195,Divorced,Mortgage,A4577,5.69,2,Home,24,3196,68573,5,28.03,55
14-07-2030,61,644,Doctorate,39,12532,Married,Rent,A4578,5.81,0,Auto,21,1590,19448,3,18.05,40
15-07-2030,33,448,Master,8,26631,Married,Mortgage,A4579,4.8,1,Debt Consolidation,27,2497,53949,6,24.9,60
16-07-2030,49,655,Bachelor,25,37074,Single,Mortgage,A4580,2.19,2,Other,14,7163,63182,7,19.65,43
17-07-2030,42,637,High School,18,9770,Married,Rent,A4581,774,3,Auto,24,916,21220,2,14.9,41
18-07-2030,28,551,High School,6,9560,Single,Rent,A4582,2.73,2,Auto,20,1992,18535,6,19.12,70
19-07-2030,39,506,High School,13,20276,Married,Rent,A4583,1.35,1,Debt Consolidation,23,4003,225729,7,29.38,47
20-07-2030,49,633,Bachelor,26,15782,Single,Mortgage,A4584,36.3,1,Auto,24,2275,34161,6,22.9,46
21-07-2030,37,584,Associate,14,29026,Single,Rent,A4585,20.7,2,Debt Consolidation,25,7523,109992,2,24.82,58
22-07-2030,54,600,High School,33,41661,Single,Rent,A4586,39.1,0,Debt Consolidation,16,1688,14996,8,20.38,39
23-07-2030,52,602,High School,30,15534,Married,Mortgage,A4587,2.62,1,Debt Consolidation,27,1522,23348,1,21.76,67
24-07-2030,51,581,Master,28,71916,Married,Mortgage,A4588,269,0,Debt Consolidation,29,9776,213264,7,25.1,57
25-07-2030,34,415,Bachelor,13,52925,Divorced,Mortgage,A4589,10.9,3,Debt Consolidation,25,9527,23210,3,25.63,78
26-07-2030,27,552,Bachelor,5,26184,Married,Mortgage,A4590,22.6,2,Home,32,1923,389382,5,25.46,40
27-07-2030,32,496,High School,10,24933,Married,Rent,A4591,23.1,3,Debt Consolidation,27,1830,7374,8,27.75,58
28-07-2030,42,646,Master,19,20190,Married,Mortgage,A4592,32,0,Home,28,2324,26445,9,18.11,54
29-07-2030,46,609,Bachelor,27,14818,Divorced,Rent,A4593,22.2,1,Home,19,613,195624,3,25.55,XX
30-07-2030,18,586,Associate,0,44971,Single,Mortgage,A4594,1.41,3,Auto,22,152,40105,6,27.09,57
31-07-2030,39,608,Master,17,35125,Divorced,Mortgage,A4595,28.5,2,Home,33,1104,68396,5,22.73,40
01-08-2030,41,583,High School,19,9356,Single,Mortgage,A4596,1.77,1,Home,18,2023,52465,3,19.52,59
02-08-2030,36,552,Bachelor,11,23656,Single,Rent,A4597,2.86,1,Debt Consolidation,26,1408,32912,2,24.85,61
03-08-2030,55,537,Bachelor,28,9603,Married,Mortgage,A4598,21.2,0,Auto,18,16073,178021,2,27.92,XX
04-08-2030,45,592,High School,21,11314,Married,Mortgage,A4599,14.5,0,Home,25,2697,25823,9,19.7,51
05-08-2030,55,610,Associate,35,29268,Married,Mortgage,A4600,4.4,0,Auto,20,1040,122606,7,21.98,47
06-08-2030,37,606,Doctorate,NaN,22245,Divorced,Mortgage,A4601,31.9,1,Home,22,6815,40741,6,22.23,53
07-08-2030,51,585,High School,27,13916,Single,Rent,A4602,13.1,0,Home,27,1920,69927,5,24.25,54
08-08-2030,59,631,Bachelor,36,38958,Married,Own,A4603,12.2,0,Debt Consolidation,16,3161,88492,7,23.21,51
09-08-2030,55,635,Bachelor,31,20219,Married,Mortgage,A4604,15.1,0,Education,24,505,96843,2,18.57,60
10-08-2030,26,573,Associate,4,11164,Single,Mortgage,A4605,5.91,2,Home,25,2114,59272,8,21.2,48
11-08-2030,36,497,Associate,14,18275,Married,Mortgage,A4606,5.18,1,Debt Consolidation,16,4093,25453,4,21.98,40
12-08-2030,35,409,High School,9,44963,Single,Rent,A4607,38.7,0,Home,26,5286,87283,4,32.32,XX
13-08-2030,45,591,High School,22,34711,Married,Other,A4608,44,2,Home,26,2366,115861,9,23.12,57
14-08-2030,48,598,Master,28,12316,Married,Own,A4609,10.5,1,Auto,22,4732,35972,5,28.03,47
15-08-2030,29,564,Master,4,30835,Married,Own,A4610,21.2,2,Education,23,2148,40790,6,19.92,56
16-08-2030,40,499,Associate,20,10732,Single,Own,A4611,6.36,2,Education,24,1209,138372,8,28.94,58
17-08-2030,18,516,Associate,0,24752,Married,Rent,A4612,2.65,2,Other,18,6238,216689,4,34.22,47
18-08-2030,57,594,Associate,33,25777,Single,Mortgage,A4613,19.6,1,Education,26,774,322762,6,23.38,49
19-08-2030,33,535,Associate,9,13015,Single,Mortgage,A4614,27.9,1,Education,24,7327,29011,5,23.1,55
20-08-2030,40,562,Bachelor,17,20035,Single,Other,A4615,28.3,1,Home,37,8101,113331,5,20.4,38
21-08-2030,36,537,High School,16,23147,Married,Rent,A4616,19,1,Auto,27,2273,78462,2,23.55,54
22-08-2030,53,615,Master,31,12880,Single,Mortgage,A4617,2.85,1,Auto,18,1567,14184,3,17.83,54
23-08-2030,18,558,Associate,0,15638,Married,Other,A4618,2.44,1,Home,23,2992,14145,3,25.74,56
24-08-2030,39,603,Master,18,29596,Married,Rent,A4619,3.66,2,Home,35,10031,59925,5,20.94,36
25-08-2030,38,618,Associate,13,18497,Married,Own,A4620,34.5,0,Home,22,1999,49639,4,20.3,40
26-08-2030,34,552,Bachelor,14,22772,Married,Own,A4621,46.5,1,Debt Consolidation,22,4262,107480,6,23.38,62
27-08-2030,60,600,Master,37,18868,Married,Own,A4622,17.5,2,Debt Consolidation,21,1017,6655,8,21.8,37
28-08-2030,29,594,Associate,4,24069,Married,Rent,A4623,29.6,1,Debt Consolidation,26,6565,22068,5,25.27,55
29-08-2030,49,629,Bachelor,26,15492,Single,Mortgage,A4624,4.22,1,Education,20,4356,65712,4,19.11,38
30-08-2030,44,603,Bachelor,19,17046,Married,Own,A4625,3.01,0,Education,16,3337,28237,2,24.39,58
31-08-2030,55,610,Associate,31,19725,Single,Mortgage,A4626,35.1,3,Home,22,3620,63867,10,20.75,40
01-09-2030,31,534,Associate,8,42292,Single,Rent,A4627,46.8,0,Auto,10,2159,36595,4,28.39,62
02-09-2030,31,567,Associate,8,12040,Married,Rent,A4628,14.9,0,Education,33,4383,66122,2,20.19,58
03-09-2030,53,610,Associate,29,30732,Widowed,Mortgage,A4629,36.2,1,Home,27,7102,36978,2,23.3,36
04-09-2030,45,566,Bachelor,23,9187,Married,Rent,A4630,2.95,3,Auto,22,3049,95629,1,21.22,57
05-09-2030,21,552,High School,1,9741,Married,Mortgage,A4631,3.64,0,Education,20,6603,16030,6,24.8,57
06-09-2030,33,548,Master,9,12866,Married,Mortgage,A4632,1.17,1,Home,19,911,206480,4,21.66,41
07-09-2030,44,572,Bachelor,19,36533,Single,Own,A4633,21.8,0,Auto,29,14809,16594,4,20.47,39
08-09-2030,50,571,Associate,27,19419,Divorced,Other,A4634,4.54,1,Debt Consolidation,17,2610,15020,4,23.45,53
09-09-2030,31,534,High School,10,35280,Married,Own,A4635,307,0,Debt Consolidation,28,1851,52371,8,30.09,55
10-09-2030,18,563,Bachelor,0,22505,Widowed,Rent,A4636,655,1,Education,29,3073,188352,5,23.29,58
11-09-2030,46,463,High School,23,15188,Married,Mortgage,A4637,3.89,3,Education,24,6764,50143,3,26.48,53
12-09-2030,25,606,Bachelor,5,16468,Divorced,Other,A4638,4.1,0,Debt Consolidation,29,7108,19117,3,24.9,XX
13-09-2030,18,586,High School,0,9759,Married,Own,A4639,27.2,1,Home,31,1376,54631,9,22.59,64
14-09-2030,18,566,Bachelor,0,20224,Married,Mortgage,A4640,252,1,Debt Consolidation,22,3793,74962,5,19.03,41
