ID,ApplicationDate,AnnualIncome,EmploymentStatus,Experience,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved
A2196,05-01-2024,92747,Employed,10,60,0,850,3,0,0,8,1576,106500,8497,0
A2197,06-01-2024,28709,Employed,20,48,0,483,1,0,0,10,401,22265,21398,0
A2198,07-01-2024,15000,Unemployed,18,36,2,146,4,0,0,2,1981,4950,76839,0
A2199,08-01-2024,23306,Employed,11,60,1,337,6,0,0,7,919,16785,1146,0
A2200,09-01-2024,67086,Employed,24,120,2,420,2,0,0,24,755,42453,6073,0
A2201,10-01-2024,56205,Employed,39,24,1,189,1,0,0,2,645,58398,4163,1
A2202,11-01-2024,23414,Employed,14,36,1,454,2,0,0,19,8174,54147,71795,0
A2203,12-01-2024,35338,Employed,25,48,1,503,1,0,0,7,2720,41720,61658,0
A2204,13-01-2024,16824,Employed,1,72,0,1197,6,0,0,5,1551,5782,130475,0
A2205,14-01-2024,29949,Employed,7,48,4,567,6,0,0,16,234,9219,44267,0
A2206,15-01-2024,31318,Employed,23,36,0,223,4,0,0,23,920,69199,3128,0
A2207,16-01-2024,77559,Unemployed,33,72,3,408,5,0,0,10,8940,1880,45727,0
A2208,17-01-2024,15000,Employed,24,48,0,608,1,0,0,5,1001,18641,4496,0
A2209,18-01-2024,127578,Employed,14,84,1,777,2,0,0,9,289,8693,2081,1
A2210,19-01-2024,47586,Employed,15,36,1,570,0,0,0,14,2024,51494,5396,0
A2211,20-01-2024,20992,Employed,0,72,1,635,3,0,1,21,1568,24631,50843,0
A2212,21-01-2024,27222,Employed,25,48,3,327,3,0,0,16,2298,66003,9993,0
A2213,22-01-2024,41181,Self-Employed,28,36,0,398,3,0,0,17,1697,68237,10142,0
A2214,23-01-2024,43553,Employed,14,60,5,280,4,0,0,7,708,19064,1876,0
A2215,24-01-2024,54396,Employed,10,48,2,397,2,0,0,26,3304,33587,36265,0
A2216,25-01-2024,41440,Employed,18,60,0,449,1,0,0,22,165,10374,38137,0
A2217,26-01-2024,38671,Employed,6,72,3,705,1,0,0,22,6053,17668,19353,0
A2218,27-01-2024,60356,Employed,16,72,4,889,3,0,0,9,25,24310,663721,1
A2219,28-01-2024,15592,Employed,43,48,0,683,4,0,0,17,6189,17603,53367,0
A2220,29-01-2024,20864,Employed,16,24,2,402,0,0,0,1,1668,26036,27936,0
A2221,30-01-2024,26726,Unemployed,16,60,2,425,5,0,0,26,892,35897,2230,0
A2222,31-01-2024,26379,Employed,9,24,4,490,5,0,0,17,1293,84118,9375,0
A2223,01-02-2024,34434,Employed,21,60,2,425,3,0,0,18,690,9982,132499,0
A2224,02-02-2024,23282,Employed,12,48,1,295,3,0,1,10,647,8105,100189,0
A2225,03-02-2024,132452,Employed,7,48,3,220,2,0,0,15,482,43148,47870,0
A2226,04-02-2024,23661,Employed,32,96,0,551,1,0,0,18,4349,42466,57755,0
A2227,05-02-2024,176963,Employed,34,72,2,338,2,0,0,10,2994,21295,587276,1
A2228,06-02-2024,15000,Employed,14,108,0,527,3,1,0,10,290,27356,9588,0
A2229,07-02-2024,137037,Unemployed,0,48,2,180,1,0,0,3,2390,16422,208711,1
A2230,08-02-2024,61360,Employed,31,60,2,749,3,0,0,9,1847,17952,8437,0
A2231,09-02-2024,81776,Employed,10,108,1,311,1,0,0,6,3016,72736,40458,1
A2232,10-02-2024,25334,Employed,27,48,3,882,1,0,0,26,538,19527,6314,0
A2233,11-02-2024,35214,Employed,0,48,2,654,2,0,0,15,787,13753,27941,0
A2234,12-02-2024,34267,Employed,29,108,2,350,3,0,0,3,2075,52209,255977,0
A2235,13-02-2024,37808,Employed,2,24,3,487,2,0,1,6,276,23426,58663,0
A2236,14-02-2024,169702,Employed,27,36,0,128,2,0,0,16,532,5300,52236,0
A2237,15-02-2024,61098,Employed,17,60,0,191,4,0,0,3,3055,40679,6400,0
A2238,16-02-2024,50351,Employed,8,48,2,257,3,0,0,21,906,23628,19623,0
A2239,17-02-2024,82487,Employed,13,60,2,369,3,0,0,18,1559,53025,42243,0
A2240,18-02-2024,99375,Employed,28,48,1,329,1,0,0,4,1210,10746,36400,1
A2241,19-02-2024,35286,Employed,20,60,2,110,3,0,1,1,1401,4728,178403,0
A2242,20-02-2024,34302,Employed,24,12,1,468,2,0,0,19,4652,38082,21700,0
A2243,21-02-2024,197055,Employed,44,24,5,262,3,0,1,8,1479,9347,60586,1
A2244,22-02-2024,40033,Employed,0,48,0,292,0,0,0,16,3325,5134,18544,0
A2245,23-02-2024,41483,Employed,35,36,2,576,1,0,0,9,1377,38016,2486,0
A2246,24-02-2024,48802,Unemployed,21,60,1,470,4,0,0,10,811,2240,43401,0
A2247,25-02-2024,87731,Employed,3,36,0,261,1,0,0,7,623,21371,76105,1
A2248,26-02-2024,67097,Employed,0,60,1,449,2,0,0,17,4716,12741,7915,0
A2249,27-02-2024,34287,Employed,15,120,1,261,3,0,0,7,3754,34154,38535,0
A2250,28-02-2024,73064,Self-Employed,30,36,3,545,6,0,0,23,806,18517,54540,0
A2251,29-02-2024,110514,Employed,15,108,4,394,2,0,0,25,479,88123,10770,0
A2252,01-03-2024,65601,Employed,38,60,3,557,3,0,0,22,1064,55954,45181,0
A2253,02-03-2024,34789,Unemployed,4,48,3,241,3,0,0,12,1714,48526,46910,0
A2254,03-03-2024,60525,Employed,17,48,1,226,0,0,0,7,1694,50285,8796,0
A2255,04-03-2024,33352,Unemployed,2,72,1,394,1,0,0,22,1601,16634,13995,0
A2256,05-03-2024,62153,Employed,21,60,2,1078,4,0,0,3,2221,33559,131606,0
A2257,06-03-2024,64805,Employed,29,72,4,402,4,0,1,6,1870,15647,239243,0
A2258,07-03-2024,15856,Self-Employed,9,36,2,203,7,0,0,11,2361,3382,23277,0
A2259,08-03-2024,21481,Employed,0,48,2,463,2,0,0,22,3349,30929,99489,0
A2260,09-03-2024,45179,Employed,22,84,2,287,3,0,0,1,155,14249,128722,0
A2261,10-03-2024,172033,Employed,22,48,0,182,4,0,1,15,567,21391,2317,1
A2262,11-03-2024,45529,Employed,24,60,0,302,2,0,0,20,177,73339,1420,0
A2263,12-03-2024,77853,Employed,34,36,0,586,2,0,0,8,373,10749,51258,0
A2264,13-03-2024,142853,Employed,4,60,0,784,2,0,0,19,1553,29076,18463,1
A2265,14-03-2024,21467,Employed,28,36,0,681,1,0,0,8,1039,24068,52571,0
A2266,15-03-2024,21455,Employed,32,60,0,234,4,0,0,25,761,21454,332522,0
A2267,16-03-2024,22489,Employed,0,24,1,524,6,0,0,12,894,31664,7323,0
A2268,17-03-2024,58856,Employed,22,60,5,321,4,0,0,18,8054,143837,23087,0
A2269,18-03-2024,34353,Employed,15,72,2,270,3,0,0,10,1209,128745,3180,0
A2270,19-03-2024,32596,Employed,16,48,3,716,7,0,0,23,1668,99595,4616,0
A2271,20-03-2024,35186,Employed,24,60,1,442,2,0,0,8,963,8266,9959,0
A2272,21-03-2024,65426,Employed,12,36,1,388,5,0,0,19,323,14029,8217,1
A2273,22-03-2024,34451,Employed,10,60,2,372,8,0,0,18,357,99912,9565,0
A2274,23-03-2024,111773,Employed,18,60,4,200,3,0,0,9,936,28443,167486,0
A2275,24-03-2024,27954,Employed,4,60,3,586,2,0,0,26,281,24290,14423,0
A2276,25-03-2024,139251,Employed,3,60,3,390,4,0,0,3,853,68032,56792,1
A2277,26-03-2024,23417,Employed,27,24,0,223,4,0,0,29,687,31258,191100,1
A2278,27-03-2024,32877,Employed,1,60,0,461,2,0,0,1,1062,6899,35661,0
A2279,28-03-2024,33777,Employed,28,108,0,312,6,0,0,25,298,41305,1887,0
A2280,29-03-2024,54463,Employed,23,48,2,376,1,0,0,1,1851,37243,81856,1
A2281,30-03-2024,22083,Self-Employed,0,36,0,522,4,0,0,15,1558,24392,5497,0
A2282,31-03-2024,15000,Employed,8,48,0,284,1,0,0,18,863,75335,8341,0
A2283,01-04-2024,38315,Employed,33,84,3,755,2,0,0,5,1696,10550,18807,0
A2284,02-04-2024,107169,Employed,7,60,0,329,6,0,0,21,895,80619,8020,0
A2285,03-04-2024,32695,Unemployed,14,72,1,304,3,0,1,12,392,18697,20598,0
A2286,04-04-2024,77191,Employed,21,24,0,599,3,0,0,24,466,15742,16312,0
A2287,05-04-2024,41944,Employed,28,48,2,459,3,0,0,25,2137,108916,7675,0
A2288,06-04-2024,32297,Employed,13,24,0,775,2,0,0,17,1995,64680,100286,0
A2289,07-04-2024,154395,Unemployed,9,60,0,236,2,0,0,2,1233,104735,6140,1
A2290,08-04-2024,43944,Self-Employed,30,48,2,301,3,0,0,26,1767,4526,101682,1
A2291,09-04-2024,61394,Employed,37,36,2,408,1,0,0,13,1893,7105,27146,1
A2292,10-04-2024,61357,Employed,30,48,0,401,4,0,0,27,3900,26139,27680,1
A2293,11-04-2024,116216,Employed,21,60,5,1389,3,0,0,2,897,3652,295933,1
A2294,12-04-2024,18805,Employed,8,24,3,450,2,0,0,5,665,18913,45150,0
A2295,13-04-2024,178683,Employed,8,84,3,287,3,0,0,12,2960,48121,108285,1
A2296,14-04-2024,160633,Employed,28,60,0,463,6,0,0,24,942,7885,15559,1
A2297,15-04-2024,59553,Employed,24,48,2,695,3,0,0,3,1338,3114,294701,0
A2298,16-04-2024,65631,Employed,33,60,2,319,4,0,0,9,1469,129751,10774,0
A2299,17-04-2024,51237,Employed,26,48,0,222,1,1,1,27,393,10249,6356,0
A2300,18-04-2024,39813,Employed,0,84,4,203,4,0,0,9,2112,4680,94731,0
A2301,19-04-2024,60084,Employed,33,48,3,331,3,0,0,11,3153,15024,1570692,1
A2302,20-04-2024,24733,Employed,4,96,2,431,2,0,0,9,1503,39992,209018,0
A2303,21-04-2024,106311,Employed,11,36,1,320,1,0,1,11,2521,33251,18947,0
A2304,22-04-2024,47285,Employed,19,48,0,426,2,0,0,5,4343,69487,10614,0
A2305,23-04-2024,60723,Employed,44,72,2,935,3,0,0,20,1091,23766,6478,0
A2306,24-04-2024,41416,Employed,54,60,1,569,2,0,1,28,1388,8329,129093,0
A2307,25-04-2024,120729,Employed,26,36,3,645,3,0,1,1,485,1384,44075,1
A2308,26-04-2024,41421,Unemployed,17,48,3,449,0,0,0,23,2254,43104,23775,0
A2309,27-04-2024,29718,Employed,24,12,0,545,5,0,0,25,3342,7730,317950,0
A2310,28-04-2024,30304,Employed,29,12,3,1080,1,0,0,12,4396,4844,50818,0
A2311,29-04-2024,49112,Self-Employed,12,48,0,805,0,0,0,9,946,91507,9685,0
A2312,30-04-2024,35669,Employed,37,60,4,216,6,0,0,25,940,43077,6952,0
A2313,01-05-2024,79733,Employed,22,48,0,348,1,0,1,4,2797,20639,10920,0
A2314,02-05-2024,64968,Employed,24,60,2,474,5,0,0,28,303,17408,55501,0
A2315,03-05-2024,33707,Employed,25,24,5,1212,5,0,0,22,1615,12989,2245,0
A2316,04-05-2024,53973,Employed,23,36,4,104,7,0,1,6,791,2560,37286,0
A2317,05-05-2024,130124,Employed,25,84,3,985,4,0,0,4,200,9084,50992,1
A2318,06-05-2024,37024,Employed,8,96,1,370,2,0,0,23,664,4471,135678,0
A2319,07-05-2024,40709,Employed,10,36,4,562,3,0,0,20,522,11222,16910,0
A2320,08-05-2024,35324,Employed,4,48,1,831,1,0,0,7,231,70782,13594,0
A2321,09-05-2024,34121,Employed,26,36,0,248,5,0,0,24,1106,22520,31978,0
A2322,10-05-2024,42462,Employed,24,36,2,236,5,0,0,13,1030,4302,32782,0
A2323,11-05-2024,31770,Employed,23,48,0,313,2,0,0,28,221,8844,146198,0
A2324,12-05-2024,68044,Employed,34,36,5,447,1,1,0,16,508,36595,67989,0
A2325,13-05-2024,47668,Employed,16,60,3,174,2,0,0,10,391,1798,118642,0
A2326,14-05-2024,89975,Employed,21,72,1,250,3,0,1,8,1076,44967,2373,1
A2327,15-05-2024,65226,Employed,2,36,1,854,5,0,0,8,1826,35801,111562,0
A2328,16-05-2024,33458,Employed,15,24,2,669,4,0,0,25,1207,28878,42107,0
A2329,17-05-2024,24502,Employed,27,72,1,430,5,0,0,9,2276,47115,24250,0
A2330,18-05-2024,74594,Employed,28,36,0,804,1,0,0,11,597,21071,8428,0
A2331,19-05-2024,41599,Employed,15,12,2,550,2,0,0,2,2924,11509,220960,0
A2332,20-05-2024,50194,Employed,17,48,1,336,4,1,0,5,378,178723,2788,0
A2333,21-05-2024,45480,Employed,1,48,2,543,3,0,0,15,4898,37220,7430,0
A2334,22-05-2024,31702,Employed,12,60,1,614,3,1,0,15,513,5574,58881,0
A2335,23-05-2024,76643,Unemployed,27,36,3,137,3,0,0,28,2081,41034,251329,1
A2336,24-05-2024,55300,Employed,26,72,0,829,6,0,0,28,1126,29208,22604,0
A2337,25-05-2024,25727,Employed,20,60,3,511,2,0,0,10,247,34410,7662,0
A2338,26-05-2024,33158,Employed,17,48,2,410,6,0,0,5,122,20968,114925,0
A2339,27-05-2024,45535,Employed,19,12,0,533,1,0,0,21,4058,36574,8458,0
A2340,28-05-2024,70125,Employed,13,36,3,102,5,0,0,14,869,38582,20881,1
A2341,29-05-2024,82573,Employed,25,72,0,586,3,0,0,1,1232,129552,5016,0
A2342,30-05-2024,49817,Employed,23,48,1,191,2,0,0,7,117,28087,254254,1
A2343,31-05-2024,18700,Employed,21,72,0,570,5,0,0,4,606,21021,100676,0
A2344,01-06-2024,61295,Employed,11,60,4,310,2,0,1,28,1281,13364,16205,0
A2345,02-06-2024,170294,Employed,0,60,0,485,4,0,0,2,4356,17890,78223,1
A2346,03-06-2024,78235,Employed,27,60,3,600,2,0,0,6,688,14773,10994,0
A2347,04-06-2024,36266,Unemployed,11,72,1,644,2,0,0,26,2072,20213,101334,0
A2348,05-06-2024,56987,Employed,7,60,1,563,3,0,0,1,1244,13531,1686,0
A2349,06-06-2024,82424,Employed,25,72,3,280,5,0,0,14,840,14483,80838,0
A2350,07-06-2024,50927,Employed,12,72,2,505,3,0,1,10,884,3758,15203,0
A2351,08-06-2024,122919,Employed,32,108,2,215,4,0,0,4,520,44543,3311,1
A2352,09-06-2024,26214,Unemployed,24,36,1,458,4,0,0,28,339,34092,271721,0
A2353,10-06-2024,36007,Employed,26,36,3,168,6,0,0,8,2781,5077,3873,0
A2354,11-06-2024,60195,Employed,0,36,1,577,1,0,0,25,1699,35557,4391,0
A2355,12-06-2024,103990,Employed,33,24,3,265,4,0,0,23,152,48328,12411,1
A2356,13-06-2024,37101,Employed,22,72,1,608,1,0,0,21,467,10331,164751,0
A2357,14-06-2024,27610,Employed,9,36,3,754,3,0,1,23,3810,41683,9048,0
A2358,15-06-2024,26696,Employed,16,48,0,352,5,0,0,11,844,21937,4612,0
A2359,16-06-2024,23064,Employed,0,36,2,350,4,0,0,6,1357,59358,3740,0
A2360,17-06-2024,59072,Employed,19,48,2,229,7,0,1,5,1916,16330,4858,0
A2361,18-06-2024,48078,Employed,5,48,2,312,2,0,0,13,1502,62161,70279,0
A2362,19-06-2024,89534,Unemployed,2,36,1,372,3,0,1,1,2508,19297,20013,0
A2363,20-06-2024,21630,Employed,1,60,3,436,5,0,0,5,1043,40526,19197,0
A2364,21-06-2024,46588,Employed,32,84,4,309,2,0,0,27,506,93763,40599,0
A2365,22-06-2024,70233,Employed,11,48,2,250,3,1,0,12,1093,17852,128390,0
A2366,23-06-2024,70677,Employed,38,96,1,254,3,0,0,3,2045,58420,4196,0
A2367,24-06-2024,28659,Unemployed,13,48,0,260,3,0,0,4,1499,10443,72640,0
A2368,25-06-2024,75795,Unemployed,0,24,0,282,2,0,1,5,572,12949,28458,0
A2369,26-06-2024,45898,Employed,3,36,2,721,4,0,0,24,1878,30841,215560,1
A2370,27-06-2024,126443,Unemployed,31,12,1,311,4,0,0,9,1445,72000,59660,0
A2371,28-06-2024,46429,Employed,14,36,2,187,1,0,0,10,1053,24109,10878,0
A2372,29-06-2024,86832,Employed,11,72,2,182,4,0,0,23,1024,5440,36926,1
A2373,30-06-2024,30995,Employed,21,84,1,950,4,0,0,3,1451,124536,7438,0
A2374,01-07-2024,46412,Unemployed,23,24,4,1432,5,0,0,16,214,2732,144921,0
A2375,02-07-2024,58402,Employed,33,84,0,417,6,0,0,27,864,23936,2726,0
A2376,03-07-2024,16915,Employed,33,48,2,229,3,0,0,29,1196,111109,9312,0
A2377,04-07-2024,15094,Employed,15,60,2,395,2,0,0,9,722,15299,10215,0
A2378,05-07-2024,30509,Employed,3,60,0,334,4,0,1,11,4126,9398,84639,0
A2379,06-07-2024,25463,Employed,13,48,0,980,2,0,0,7,600,18244,14220,0
A2380,07-07-2024,15000,Employed,19,36,0,341,5,0,0,24,390,13553,14533,0
A2381,08-07-2024,71152,Employed,5,24,0,602,2,0,0,18,823,4636,30214,1
A2382,09-07-2024,24295,Employed,5,72,0,626,4,0,0,26,302,49367,96787,0
A2383,10-07-2024,43754,Employed,18,48,1,211,2,0,0,15,520,25892,16080,0
A2384,11-07-2024,99589,Employed,20,36,1,445,3,0,0,25,1105,16172,1215,0
A2385,12-07-2024,68890,Employed,20,48,0,249,4,0,0,12,845,15024,85518,1
A2386,13-07-2024,43248,Employed,10,108,0,634,2,0,0,16,197,19074,24756,0
A2387,14-07-2024,56482,Self-Employed,18,72,2,1116,5,0,0,22,2329,42631,298219,1
A2388,15-07-2024,65256,Employed,7,12,4,245,8,0,1,19,584,14361,102348,0
A2389,16-07-2024,29709,Employed,26,36,2,619,2,0,1,18,432,25038,157825,0
A2390,17-07-2024,36357,Employed,31,72,0,309,2,0,0,5,3074,21694,29395,0
A2391,18-07-2024,15000,Employed,0,48,1,372,4,0,0,11,2447,18554,73763,0
A2392,19-07-2024,64797,Employed,9,84,4,539,4,0,0,17,1542,4662,129505,1
A2393,20-07-2024,25011,Employed,1,48,1,319,2,0,1,8,109,22922,3936,0
A2394,21-07-2024,145841,Unemployed,10,48,1,137,5,0,0,29,699,31879,10990,1
A2395,22-07-2024,94828,Employed,14,60,0,140,4,1,0,2,4553,2419,486646,1
A2396,23-07-2024,70954,Employed,3,24,2,579,3,0,0,21,1236,19672,76792,0
A2397,24-07-2024,60198,Employed,6,84,0,336,3,0,0,14,564,86621,7129,0
A2398,25-07-2024,51899,Employed,2,36,0,1303,2,0,0,9,235,129066,4292,0
A2399,26-07-2024,70613,Employed,20,24,0,352,4,0,0,24,694,43523,23041,1
A2400,27-07-2024,71709,Employed,22,96,1,1006,4,0,0,13,202,10631,11223,0
A2401,28-07-2024,46631,Employed,6,36,1,283,4,0,0,12,1844,13322,48879,0
A2402,29-07-2024,29799,Employed,18,24,0,546,3,0,1,2,1283,8265,524123,0
A2403,30-07-2024,26043,Employed,9,36,2,569,1,0,1,19,2676,18840,28593,0
A2404,31-07-2024,62585,Self-Employed,17,72,4,179,1,0,0,8,401,41214,67668,1
A2405,01-08-2024,124263,Employed,34,12,1,301,3,0,0,6,4157,84248,105834,1
A2406,02-08-2024,49079,Employed,35,36,1,212,0,0,0,19,613,34892,15023,1
A2407,03-08-2024,46868,Unemployed,3,48,2,480,2,0,0,18,1120,7173,4606,0
A2408,04-08-2024,28520,Employed,28,60,2,473,6,0,0,13,657,6610,34587,0
A2409,05-08-2024,42466,Employed,25,36,0,425,4,0,0,16,410,3349,32660,0
A2410,06-08-2024,24366,Employed,4,84,1,311,2,0,0,2,2116,17363,1452,0
A2411,07-08-2024,27333,Employed,26,48,4,338,1,0,1,18,3653,81366,3238,0
A2412,08-08-2024,65365,Employed,35,84,1,1092,5,0,0,23,288,8906,11670,0
A2413,09-08-2024,36806,Employed,4,36,0,682,4,1,0,29,1223,5766,57816,0
A2414,10-08-2024,97102,Self-Employed,7,84,0,492,7,0,0,27,2677,12339,154288,1
A2415,11-08-2024,107917,Employed,26,96,0,402,3,0,0,22,1311,13518,134794,1
A2416,12-08-2024,32641,Employed,23,84,0,376,4,0,0,21,2478,84936,30460,0
A2417,13-08-2024,15000,Employed,23,12,4,486,5,0,0,29,3652,32426,94879,0
A2418,14-08-2024,29424,Employed,21,48,0,637,4,0,0,7,794,22378,20624,0
A2419,15-08-2024,36749,Employed,19,84,2,370,5,0,0,15,433,36613,58787,0
A2420,16-08-2024,66265,Employed,0,60,3,587,3,0,0,7,593,3602,28546,0
A2421,17-08-2024,70016,Employed,30,120,2,434,3,0,0,18,803,25159,32725,0
A2422,18-08-2024,50776,Employed,30,60,1,661,1,0,0,19,3424,31023,2796,1
A2423,19-08-2024,77980,Self-Employed,11,60,3,1080,0,0,0,3,1159,3879,275426,1
A2424,20-08-2024,225011,Employed,17,60,2,365,9,0,1,7,1656,24942,166635,1
A2425,21-08-2024,37540,Employed,1,120,1,442,3,0,0,6,2778,136144,14581,0
A2426,22-08-2024,46670,Employed,24,120,0,312,2,1,0,14,525,5851,14703,0
A2427,23-08-2024,27018,Self-Employed,26,48,1,430,2,0,0,25,145,55232,79594,0
A2428,24-08-2024,49067,Employed,16,72,1,515,3,0,0,8,338,48596,19909,0
A2429,25-08-2024,98660,Employed,28,12,1,351,4,0,1,20,669,24399,420384,1
A2430,26-08-2024,40701,Employed,13,48,0,546,3,0,0,23,45,90110,8809,0
A2431,27-08-2024,47844,Employed,27,48,0,415,2,0,0,5,2667,14464,59066,0
A2432,28-08-2024,30810,Self-Employed,2,60,5,375,4,0,0,8,2222,33712,56113,0
A2433,29-08-2024,29173,Employed,20,84,3,540,2,0,0,15,1697,16509,206984,0
A2434,30-08-2024,70820,Employed,18,48,3,334,6,0,0,21,530,39217,20059,1
A2435,31-08-2024,47084,Employed,20,108,0,416,3,0,0,8,407,58267,59134,0
A2436,01-09-2024,37033,Employed,12,48,0,484,2,0,1,10,4211,23552,75199,0
A2437,02-09-2024,133379,Employed,15,36,1,712,0,0,0,19,1562,13686,22168,1
A2438,03-09-2024,64137,Employed,27,36,4,337,1,0,0,29,307,16629,389863,1
A2439,04-09-2024,21163,Employed,8,60,3,334,6,0,0,25,8317,26512,9584,0
A2440,05-09-2024,65439,Employed,0,12,3,476,4,0,0,11,481,6143,167195,1
A2441,06-09-2024,39392,Employed,35,36,0,295,2,0,0,28,657,7008,30608,0
A2442,07-09-2024,38650,Employed,32,48,5,354,5,0,0,9,608,27637,230209,0
A2443,08-09-2024,34342,Employed,4,60,3,739,3,0,0,5,1136,35397,73630,0
A2444,09-09-2024,38178,Employed,26,60,3,499,2,0,0,3,105,6703,10203,0
A2445,10-09-2024,46442,Employed,6,96,1,478,1,0,0,10,1397,17243,26190,0
A2446,11-09-2024,181768,Employed,22,12,0,365,4,0,0,8,1055,2975,57465,1
A2447,12-09-2024,42033,Employed,22,12,2,272,4,0,0,19,1767,5710,26444,0
A2448,13-09-2024,52106,Employed,14,60,2,1289,1,0,0,25,11417,18839,22628,0
A2449,14-09-2024,48634,Unemployed,8,120,3,525,1,0,0,5,6159,11595,25953,0
A2450,15-09-2024,34728,Employed,10,84,3,674,1,0,0,16,930,16292,9286,0
A2451,16-09-2024,36772,Self-Employed,7,48,4,490,3,1,0,13,340,37799,223917,0
A2452,17-09-2024,68373,Employed,5,72,0,512,3,0,0,29,1725,24755,4189,0
A2453,18-09-2024,44052,Employed,17,96,0,417,3,0,1,15,806,24598,9337,0
A2454,19-09-2024,29342,Employed,11,60,5,384,1,0,0,18,103,14928,211504,0
A2455,20-09-2024,151233,Employed,29,36,1,365,6,0,0,6,1329,23469,4951,1
A2456,21-09-2024,19215,Employed,30,60,0,184,2,0,0,18,242,21336,8994,0
A2457,22-09-2024,67134,Employed,11,24,1,278,3,0,0,21,1323,4008,56111,1
A2458,23-09-2024,41360,Employed,19,72,4,597,4,0,0,25,187,15794,13428,0
A2459,24-09-2024,20591,Employed,24,36,0,768,3,0,0,29,518,27943,21016,0
A2460,25-09-2024,32631,Employed,22,48,4,189,1,0,0,9,1721,220433,10351,0
A2461,26-09-2024,49413,Employed,15,36,0,314,4,0,0,8,3811,45602,119105,0
A2462,27-09-2024,20444,Employed,27,60,0,695,2,0,1,9,1738,88282,17297,0
A2463,28-09-2024,52945,Employed,22,48,0,422,4,0,0,2,652,15530,509610,0
A2464,29-09-2024,48669,Employed,5,48,1,106,2,0,1,27,1517,10141,9783,0
A2465,30-09-2024,52581,Unemployed,23,108,5,428,2,0,0,28,858,63777,201149,0
A2466,01-10-2024,66728,Employed,27,36,0,345,3,0,0,23,2464,56796,17632,0
A2467,02-10-2024,48944,Employed,8,72,3,274,3,0,1,7,100,16719,58610,0
A2468,03-10-2024,99041,Employed,18,60,1,428,2,0,0,11,1693,10010,53189,1
A2469,04-10-2024,28536,Employed,27,72,0,213,4,0,0,17,224,19139,13463,0
A2470,05-10-2024,43840,Employed,15,60,2,704,0,0,0,13,1408,69362,40399,0
A2471,06-10-2024,118693,Self-Employed,34,96,0,296,4,0,0,4,581,36954,12931,1
A2472,07-10-2024,80867,Employed,46,36,0,590,1,0,0,20,652,2867,55668,0
A2473,08-10-2024,15000,Employed,8,108,1,662,4,0,0,21,819,33608,69497,0
A2474,09-10-2024,15000,Employed,0,36,0,305,3,0,0,20,981,8754,62836,0
A2475,10-10-2024,47315,Employed,22,120,4,288,2,0,0,4,1774,12764,5491,0
A2476,11-10-2024,142990,Employed,27,60,0,566,4,0,0,29,1271,42938,14405,1
A2477,12-10-2024,39083,Unemployed,15,84,4,735,5,0,0,5,698,54257,7005,0
A2478,13-10-2024,96244,Employed,38,60,1,633,0,0,1,23,4146,91999,137722,1
A2479,14-10-2024,38265,Employed,0,48,0,279,6,0,0,28,502,16759,63983,0
A2480,15-10-2024,70326,Employed,29,24,2,800,3,0,0,20,638,47746,4613,0
A2481,16-10-2024,68402,Employed,7,12,3,1111,2,0,0,13,134,77737,324656,0
A2482,17-10-2024,112917,Employed,36,120,5,253,0,0,1,13,6729,4763,30315,0
A2483,18-10-2024,91632,Self-Employed,42,72,2,405,10,0,1,5,1370,15451,158602,0
A2484,19-10-2024,34593,Employed,6,96,0,425,1,1,0,26,936,21940,12788,0
A2485,20-10-2024,49395,Employed,10,36,1,373,5,0,0,27,3200,15884,72757,0
A2486,21-10-2024,66402,Employed,30,24,0,297,2,0,0,27,788,27581,3445,0
A2487,22-10-2024,82896,Employed,17,84,3,336,2,0,0,5,1038,5328,173713,1
A2488,23-10-2024,60902,Employed,16,36,0,529,3,0,1,10,499,13646,192178,0
A2489,24-10-2024,15910,Employed,19,36,4,581,2,0,0,24,2546,69205,141419,0
A2490,25-10-2024,114954,Employed,0,108,0,240,4,0,0,20,459,6031,92036,1
A2491,26-10-2024,15177,Employed,16,24,1,199,2,0,0,29,799,61304,4492,0
A2492,27-10-2024,28465,Employed,10,72,2,551,1,0,0,27,2136,7957,116321,0
A2493,28-10-2024,47130,Self-Employed,8,12,0,208,2,0,0,2,590,10100,81137,1
A2494,29-10-2024,59349,Employed,33,60,4,558,4,0,0,12,2280,46855,7599,1
A2495,30-10-2024,91443,Employed,6,36,1,667,2,0,0,10,764,78078,388767,1
A2496,31-10-2024,26873,Employed,27,24,1,869,0,0,0,2,1478,51968,6828,0
A2497,01-11-2024,46118,Self-Employed,16,84,1,389,2,0,0,22,1851,2212,41622,0
A2498,02-11-2024,15000,Employed,15,24,0,1106,2,0,0,9,1274,130172,9475,0
A2499,03-11-2024,62680,Employed,27,72,3,322,5,0,0,14,116,2539,110591,0
A2500,04-11-2024,55661,Employed,21,48,1,700,1,0,0,20,315,7990,36706,0
A2501,05-11-2024,31807,Unemployed,23,36,3,327,3,0,0,26,982,48291,13627,0
A2502,06-11-2024,112753,Self-Employed,26,60,1,909,3,0,0,24,6611,93923,3886,1
A2503,07-11-2024,86406,Employed,12,48,0,222,7,0,0,4,2011,18674,54105,1
